u,b,h,d,P
26,3,1,4,0.033736
26,3,2,4,0.033736
26,3,3,4,0.033736
26,3,4,4,0.033736
27,0,1,1,0.428571
27,0,1,2,0.183673
27,0,2,2,0.183673
27,0,1,3,0.078717
27,0,2,3,0.078717
27,0,3,3,0.078717
27,0,1,4,0.033736
27,0,2,4,0.033736
27,0,3,4,0.033736
27,0,4,4,0.033736
27,1,1,1,0.428571
27,1,1,2,0.183673
27,1,2,2,0.183673
27,1,1,3,0.078717
27,1,2,3,0.078717
27,1,3,3,0.078717
27,1,1,4,0.033736
27,1,2,4,0.033736
27,1,3,4,0.033736
27,1,4,4,0.033736
27,2,1,1,0.428571
27,2,1,2,0.183673
27,2,2,2,0.183673
27,2,1,3,0.078717
27,2,2,3,0.078717
27,2,3,3,0.078717
27,2,1,4,0.033736
27,2,2,4,0.033736
27,2,3,4,0.033736
27,2,4,4,0.033736
27,3,1,1,0.428571
27,3,1,2,0.183673
27,3,2,2,0.183673
27,3,1,3,0.078717
27,3,2,3,0.078717
27,3,3,3,0.078717
27,3,1,4,0.033736
27,3,2,4,0.033736
27,3,3,4,0.033736
27,3,4,4,0.033736
28,0,1,1,0.428571
28,0,1,2,0.183673
28,0,2,2,0.183673
28,0,1,3,0.078717
28,0,2,3,0.078717
28,0,3,3,0.078717
28,0,1,4,0.033736
28,0,2,4,0.033736
28,0,3,4,0.033736
28,0,4,4,0.033736
28,1,1,1,0.428571
28,1,1,2,0.183673
28,1,2,2,0.183673
28,1,1,3,0.078717
28,1,2,3,0.078717
28,1,3,3,0.078717
28,1,1,4,0.033736
28,1,2,4,0.033736
28,1,3,4,0.033736
28,1,4,4,0.033736
28,2,1,1,0.428571
28,2,1,2,0.183673
28,2,2,2,0.183673
28,2,1,3,0.078717
28,2,2,3,0.078717
28,2,3,3,0.078717
28,2,1,4,0.033736
28,2,2,4,0.033736
28,2,3,4,0.033736
28,2,4,4,0.033736
28,3,1,1,0.428571
28,3,1,2,0.183673
28,3,2,2,0.183673
28,3,1,3,0.078717
28,3,2,3,0.078717
28,3,3,3,0.078717
28,3,1,4,0.033736
28,3,2,4,0.033736
28,3,3,4,0.033736
28,3,4,4,0.033736
29,0,1,1,0.428571
29,0,1,2,0.183673
29,0,2,2,0.183673
29,0,1,3,0.078717
29,0,2,3,0.078717
29,0,3,3,0.078717
29,0,1,4,0.033736
29,0,2,4,0.033736
29,0,3,4,0.033736
29,0,4,4,0.033736
29,1,1,1,0.428571
29,1,1,2,0.183673
29,1,2,2,0.183673
29,1,1,3,0.078717
29,1,2,3,0.078717
29,1,3,3,0.078717
29,1,1,4,0.033736
29,1,2,4,0.033736
29,1,3,4,0.033736
29,1,4,4,0.033736
29,2,1,1,0.428571
29,2,1,2,0.183673
29,2,2,2,0.183673
29,2,1,3,0.078717
29,2,2,3,0.078717
29,2,3,3,0.078717
29,2,1,4,0.033736
29,2,2,4,0.033736
29,2,3,4,0.033736
29,2,4,4,0.033736
29,3,1,1,0.428571
29,3,1,2,0.183673
29,3,2,2,0.183673
29,3,1,3,0.078717
29,3,2,3,0.078717
29,3,3,3,0.078717
29,3,1,4,0.033736
29,3,2,4,0.033736
29,3,3,4,0.033736
29,3,4,4,0.033736
30,0,1,1,0.428571
30,0,1,2,0.183673
30,0,2,2,0.183673
30,0,1,3,0.078717
30,0,2,3,0.078717
30,0,3,3,0.078717
30,0,1,4,0.033736
30,0,2,4,0.033736
30,0,3,4,0.033736
30,0,4,4,0.033736
30,1,1,1,0.428571
30,1,1,2,0.183673
30,1,2,2,0.183673
30,1,1,3,0.078717
30,1,2,3,0.078717
30,1,3,3,0.078717
30,1,1,4,0.033736
30,1,2,4,0.033736
30,1,3,4,0.033736
30,1,4,4,0.033736
30,2,1,1,0.428571
30,2,1,2,0.183673
30,2,2,2,0.183673
30,2,1,3,0.078717
30,2,2,3,0.078717
30,2,3,3,0.078717
30,2,1,4,0.033736
30,2,2,4,0.033736
30,2,3,4,0.033736
30,2,4,4,0.033736
30,3,1,1,0.428571
30,3,1,2,0.183673
30,3,2,2,0.183673
30,3,1,3,0.078717
30,3,2,3,0.078717
30,3,3,3,0.078717
30,3,1,4,0.033736
30,3,2,4,0.033736
30,3,3,4,0.033736
30,3,4,4,0.033736
31,0,1,1,0.428571
31,0,1,2,0.183673
31,0,2,2,0.183673
31,0,1,3,0.078717
31,0,2,3,0.078717
31,0,3,3,0.078717
31,0,1,4,0.033736
31,0,2,4,0.033736
31,0,3,4,0.033736
31,0,4,4,0.033736
31,1,1,1,0.428571
31,1,1,2,0.183673
31,1,2,2,0.183673
31,1,1,3,0.078717
31,1,2,3,0.078717
31,1,3,3,0.078717
31,1,1,4,0.033736
31,1,2,4,0.033736
31,1,3,4,0.033736
31,1,4,4,0.033736
31,2,1,1,0.428571
31,2,1,2,0.183673
31,2,2,2,0.183673
31,2,1,3,0.078717
31,2,2,3,0.078717
31,2,3,3,0.078717
31,2,1,4,0.033736
31,2,2,4,0.033736
31,2,3,4,0.033736
31,2,4,4,0.033736
31,3,1,1,0.428571
31,3,1,2,0.183673
31,3,2,2,0.183673
31,3,1,3,0.078717
31,3,2,3,0.078717
31,3,3,3,0.078717
31,3,1,4,0.033736
31,3,2,4,0.033736
31,3,3,4,0.033736
31,3,4,4,0.033736
32,0,1,1,0.428571
32,0,1,2,0.183673
32,0,2,2,0.183673
32,0,1,3,0.078717
32,0,2,3,0.078717
32,0,3,3,0.078717
32,0,1,4,0.033736
32,0,2,4,0.033736
32,0,3,4,0.033736
32,0,4,4,0.033736
32,1,1,1,0.428571
32,1,1,2,0.183673
32,1,2,2,0.183673
32,1,1,3,0.078717
32,1,2,3,0.078717
32,1,3,3,0.078717
32,1,1,4,0.033736
32,1,2,4,0.033736
32,1,3,4,0.033736
32,1,4,4,0.033736
32,2,1,1,0.428571
32,2,1,2,0.183673
32,2,2,2,0.183673
32,2,1,3,0.078717
32,2,2,3,0.078717
32,2,3,3,0.078717
32,2,1,4,0.033736
32,2,2,4,0.033736
32,2,3,4,0.033736
32,2,4,4,0.033736
32,3,1,1,0.428571
32,3,1,2,0.183673
32,3,2,2,0.183673
32,3,1,3,0.078717
32,3,2,3,0.078717
32,3,3,3,0.078717
32,3,1,4,0.033736
32,3,2,4,0.033736
32,3,3,4,0.033736
32,3,4,4,0.033736
33,0,1,1,0.428571
33,0,1,2,0.183673
33,0,2,2,0.183673
33,0,1,3,0.078717
33,0,2,3,0.078717
33,0,3,3,0.078717
33,0,1,4,0.033736
33,0,2,4,0.033736
33,0,3,4,0.033736
33,0,4,4,0.033736
33,1,1,1,0.428571
33,1,1,2,0.183673
33,1,2,2,0.183673
33,1,1,3,0.078717
33,1,2,3,0.078717
33,1,3,3,0.078717
33,1,1,4,0.033736
33,1,2,4,0.033736
33,1,3,4,0.033736
33,1,4,4,0.033736
33,2,1,1,0.428571
33,2,1,2,0.183673
33,2,2,2,0.183673
33,2,1,3,0.078717
33,2,2,3,0.078717
33,2,3,3,0.078717
33,2,1,4,0.033736
33,2,2,4,0.033736
33,2,3,4,0.033736
33,2,4,4,0.033736
33,3,1,1,0.428571
33,3,1,2,0.183673
33,3,2,2,0.183673
33,3,1,3,0.078717
33,3,2,3,0.078717
33,3,3,3,0.078717
33,3,1,4,0.033736
33,3,2,4,0.033736
33,3,3,4,0.033736
33,3,4,4,0.033736
34,0,1,1,0.428571
34,0,1,2,0.183673
34,0,2,2,0.183673
34,0,1,3,0.078717
34,0,2,3,0.078717
34,0,3,3,0.078717
34,0,1,4,0.033736
34,0,2,4,0.033736
34,0,3,4,0.033736
34,0,4,4,0.033736
34,1,1,1,0.428571
34,1,1,2,0.183673
34,1,2,2,0.183673
34,1,1,3,0.078717
34,1,2,3,0.078717
34,1,3,3,0.078717
34,1,1,4,0.033736
34,1,2,4,0.033736
34,1,3,4,0.033736
34,1,4,4,0.033736
34,2,1,1,0.428571
34,2,1,2,0.183673
34,2,2,2,0.183673
34,2,1,3,0.078717
34,2,2,3,0.078717
34,2,3,3,0.078717
34,2,1,4,0.033736
34,2,2,4,0.033736
34,2,3,4,0.033736
34,2,4,4,0.033736
34,3,1,1,0.428571
34,3,1,2,0.183673
34,3,2,2,0.183673
34,3,1,3,0.078717
34,3,2,3,0.078717
34,3,3,3,0.078717
34,3,1,4,0.033736
34,3,2,4,0.033736
34,3,3,4,0.033736
34,3,4,4,0.033736
35,0,1,1,0.428571
35,0,1,2,0.183673
35,0,2,2,0.183673
35,0,1,3,0.078717
35,0,2,3,0.078717
35,0,3,3,0.078717
35,0,1,4,0.033736
35,0,2,4,0.033736
35,0,3,4,0.033736
35,0,4,4,0.033736
35,1,1,1,0.428571
35,1,1,2,0.183673
35,1,2,2,0.183673
35,1,1,3,0.078717
35,1,2,3,0.078717
35,1,3,3,0.078717
35,1,1,4,0.033736
35,1,2,4,0.033736
35,1,3,4,0.033736
35,1,4,4,0.033736
35,2,1,1,0.428571
35,2,1,2,0.183673
35,2,2,2,0.183673
35,2,1,3,0.078717
35,2,2,3,0.078717
35,2,3,3,0.078717
35,2,1,4,0.033736
35,2,2,4,0.033736
35,2,3,4,0.033736
35,2,4,4,0.033736
35,3,1,1,0.428571
35,3,1,2,0.183673
35,3,2,2,0.183673
35,3,1,3,0.078717
35,3,2,3,0.078717
35,3,3,3,0.078717
35,3,1,4,0.033736
35,3,2,4,0.033736
35,3,3,4,0.033736
35,3,4,4,0.033736
36,0,1,1,0.428571
36,0,1,2,0.183673
36,0,2,2,0.183673
36,0,1,3,0.078717
36,0,2,3,0.078717
36,0,3,3,0.078717
36,0,1,4,0.033736
36,0,2,4,0.033736
36,0,3,4,0.033736
36,0,4,4,0.033736
36,1,1,1,0.428571
36,1,1,2,0.183673
36,1,2,2,0.183673
36,1,1,3,0.078717
36,1,2,3,0.078717
36,1,3,3,0.078717
36,1,1,4,0.033736
36,1,2,4,0.033736
36,1,3,4,0.033736
36,1,4,4,0.033736
36,2,1,1,0.428571
36,2,1,2,0.183673
36,2,2,2,0.183673
36,2,1,3,0.078717
36,2,2,3,0.078717
36,2,3,3,0.078717
36,2,1,4,0.033736
36,2,2,4,0.033736
36,2,3,4,0.033736
36,2,4,4,0.033736
36,3,1,1,0.428571
36,3,1,2,0.183673
36,3,2,2,0.183673
36,3,1,3,0.078717
36,3,2,3,0.078717
36,3,3,3,0.078717
36,3,1,4,0.033736
36,3,2,4,0.033736
36,3,3,4,0.033736
36,3,4,4,0.033736
37,0,1,1,0.428571
37,0,1,2,0.183673
37,0,2,2,0.183673
37,0,1,3,0.078717
37,0,2,3,0.078717
37,0,3,3,0.078717
37,0,1,4,0.033736
37,0,2,4,0.033736
37,0,3,4,0.033736
37,0,4,4,0.033736
37,1,1,1,0.428571
37,1,1,2,0.183673
37,1,2,2,0.183673
37,1,1,3,0.078717
37,1,2,3,0.078717
37,1,3,3,0.078717
37,1,1,4,0.033736
37,1,2,4,0.033736
37,1,3,4,0.033736
37,1,4,4,0.033736
37,2,1,1,0.428571
37,2,1,2,0.183673
37,2,2,2,0.183673
37,2,1,3,0.078717
37,2,2,3,0.078717
37,2,3,3,0.078717
37,2,1,4,0.033736
37,2,2,4,0.033736
37,2,3,4,0.033736
37,2,4,4,0.033736
37,3,1,1,0.428571
37,3,1,2,0.183673
37,3,2,2,0.183673
37,3,1,3,0.078717
37,3,2,3,0.078717
37,3,3,3,0.078717
37,3,1,4,0.033736
37,3,2,4,0.033736
37,3,3,4,0.033736
37,3,4,4,0.033736
38,0,1,1,0.428571
38,0,1,2,0.183673
38,0,2,2,0.183673
38,0,1,3,0.078717
38,0,2,3,0.078717
38,0,3,3,0.078717
38,0,1,4,0.033736
38,0,2,4,0.033736
38,0,3,4,0.033736
38,0,4,4,0.033736
38,1,1,1,0.428571
38,1,1,2,0.183673
38,1,2,2,0.183673
38,1,1,3,0.078717
38,1,2,3,0.078717
38,1,3,3,0.078717
38,1,1,4,0.033736
38,1,2,4,0.033736
38,1,3,4,0.033736
38,1,4,4,0.033736
38,2,1,1,0.428571
38,2,1,2,0.183673
38,2,2,2,0.183673
38,2,1,3,0.078717
38,2,2,3,0.078717
38,2,3,3,0.078717
38,2,1,4,0.033736
38,2,2,4,0.033736
38,2,3,4,0.033736
38,2,4,4,0.033736
38,3,1,1,0.428571
38,3,1,2,0.183673
38,3,2,2,0.183673
38,3,1,3,0.078717
38,3,2,3,0.078717
38,3,3,3,0.078717
38,3,1,4,0.033736
38,3,2,4,0.033736
38,3,3,4,0.033736
38,3,4,4,0.033736
39,0,1,1,0.428571
39,0,1,2,0.183673
39,0,2,2,0.183673
39,0,1,3,0.078717
39,0,2,3,0.078717
39,0,3,3,0.078717
39,0,1,4,0.033736
39,0,2,4,0.033736
39,0,3,4,0.033736
39,0,4,4,0.033736
39,1,1,1,0.428571
39,1,1,2,0.183673
39,1,2,2,0.183673
39,1,1,3,0.078717
39,1,2,3,0.078717
39,1,3,3,0.078717
39,1,1,4,0.033736
39,1,2,4,0.033736
39,1,3,4,0.033736
39,1,4,4,0.033736
39,2,1,1,0.428571
39,2,1,2,0.183673
39,2,2,2,0.183673
39,2,1,3,0.078717
39,2,2,3,0.078717
39,2,3,3,0.078717
39,2,1,4,0.033736
39,2,2,4,0.033736
39,2,3,4,0.033736
39,2,4,4,0.033736
39,3,1,1,0.428571
39,3,1,2,0.183673
39,3,2,2,0.183673
39,3,1,3,0.078717
39,3,2,3,0.078717
39,3,3,3,0.078717
39,3,1,4,0.033736
39,3,2,4,0.033736
39,3,3,4,0.033736
39,3,4,4,0.033736
40,0,1,1,0.428571
40,0,1,2,0.183673
40,0,2,2,0.183673
40,0,1,3,0.078717
40,0,2,3,0.078717
40,0,3,3,0.078717
40,0,1,4,0.033736
40,0,2,4,0.033736
40,0,3,4,0.033736
40,0,4,4,0.033736
40,1,1,1,0.428571
40,1,1,2,0.183673
40,1,2,2,0.183673
40,1,1,3,0.078717
40,1,2,3,0.078717
40,1,3,3,0.078717
40,1,1,4,0.033736
40,1,2,4,0.033736
40,1,3,4,0.033736
40,1,4,4,0.033736
40,2,1,1,0.428571
40,2,1,2,0.183673
40,2,2,2,0.183673
40,2,1,3,0.078717
40,2,2,3,0.078717
40,2,3,3,0.078717
40,2,1,4,0.033736
40,2,2,4,0.033736
40,2,3,4,0.033736
40,2,4,4,0.033736
40,3,1,1,0.428571
40,3,1,2,0.183673
40,3,2,2,0.183673
40,3,1,3,0.078717
40,3,2,3,0.078717
40,3,3,3,0.078717
40,3,1,4,0.033736
40,3,2,4,0.033736
40,3,3,4,0.033736
40,3,4,4,0.033736
41,0,1,1,0.428571
41,0,1,2,0.183673
41,0,2,2,0.183673
41,0,1,3,0.078717
41,0,2,3,0.078717
41,0,3,3,0.078717
41,0,1,4,0.033736
41,0,2,4,0.033736
41,0,3,4,0.033736
41,0,4,4,0.033736
41,1,1,1,0.428571
41,1,1,2,0.183673
41,1,2,2,0.183673
41,1,1,3,0.078717
41,1,2,3,0.078717
41,1,3,3,0.078717
41,1,1,4,0.033736
41,1,2,4,0.033736
41,1,3,4,0.033736
41,1,4,4,0.033736
41,2,1,1,0.428571
41,2,1,2,0.183673
41,2,2,2,0.183673
41,2,1,3,0.078717
41,2,2,3,0.078717
41,2,3,3,0.078717
41,2,1,4,0.033736
41,2,2,4,0.033736
41,2,3,4,0.033736
41,2,4,4,0.033736
41,3,1,1,0.428571
41,3,1,2,0.183673
41,3,2,2,0.183673
41,3,1,3,0.078717
41,3,2,3,0.078717
41,3,3,3,0.078717
41,3,1,4,0.033736
41,3,2,4,0.033736
41,3,3,4,0.033736
41,3,4,4,0.033736
42,0,1,1,0.428571
42,0,1,2,0.183673
42,0,2,2,0.183673
42,0,1,3,0.078717
42,0,2,3,0.078717
42,0,3,3,0.078717
42,0,1,4,0.033736
42,0,2,4,0.033736
42,0,3,4,0.033736
42,0,4,4,0.033736
42,1,1,1,0.428571
42,1,1,2,0.183673
42,1,2,2,0.183673
42,1,1,3,0.078717
42,1,2,3,0.078717
42,1,3,3,0.078717
42,1,1,4,0.033736
42,1,2,4,0.033736
42,1,3,4,0.033736
42,1,4,4,0.033736
42,2,1,1,0.428571
42,2,1,2,0.183673
42,2,2,2,0.183673
42,2,1,3,0.078717
42,2,2,3,0.078717
42,2,3,3,0.078717
42,2,1,4,0.033736
42,2,2,4,0.033736
42,2,3,4,0.033736
42,2,4,4,0.033736
42,3,1,1,0.428571
42,3,1,2,0.183673
42,3,2,2,0.183673
42,3,1,3,0.078717
42,3,2,3,0.078717
42,3,3,3,0.078717
42,3,1,4,0.033736
42,3,2,4,0.033736
42,3,3,4,0.033736
42,3,4,4,0.033736
43,0,1,1,0.428571
43,0,1,2,0.183673
43,0,2,2,0.183673
43,0,1,3,0.078717
43,0,2,3,0.078717
43,0,3,3,0.078717
43,0,1,4,0.033736
